0167620151	016762015	1	20	CPR
0167620411	016762041	1	10	CPR
0167660261	016766026	1	1	FLA
0167660401	016766040	1	1	FLA
0168050181	016805018	1	5	FIA
0168050201	016805020	1	5	FIA
0168050321	016805032	1	20	CPR
0168050441	016805044	1	20	CPR
0168050571	016805057	1	20	CPR
0168050951	016805095	1	1	FLA
0168051071	016805107	1	1	FLA
0168610151	016861015	1	30	CPR
0168910181	016891018	1	20	CPR
0169460161	016946016	1	30	CPR
0170100511	017010051	1	1	FIA
0170760351	017076035	1	1	TUB
0170760621	017076062	1	20	CPR
0170760741	017076074	1	30	BUS
0170761241	017076124	1	30	CPR
0170761361	017076136	1	1	TUB
0170761481	017076148	1	30	CPR
0173110221	017311022	1	6	OVU
0173890651	017389065	1	12	SUP
0173890911	017389091	1	1	TUB
0173891031	017389103	1	1	TUB
0174320161	017432016	1	1	FLA
0174320551	017432055	1	20	FLA
0176041011	017604101	1	30	CPS
0176160181	017616018	1	30	CPR
0176160201	017616020	1	1	FLA
0176510351	017651035	1	1	FLA
0177120111	017712011	1	1	FIA
0177120351	017712035	1	1	FIA
0177580181	017758018	1	30	CPR
0177580201	017758020	1	40	CPR
0177580691	017758069	1	60	CPR
0177582221	017758222	1	60	BUS
0177582461	017758246	1	30	BUS
0178370161	017837016	1	1	TUB
0178370281	017837028	1	1	FLA
0178490231	017849023	1	10	CPR
0178630101	017863010	1	1	FLA
0178630341	017863034	1	10	FLA
0179320171	017932017	1	1	FLA
0179320291	017932029	1	3	FLA
0179320431	017932043	1	1	FIA
0179900191	017990019	1	3	FIA
0179900331	017990033	1	3	FIA
0180020161	018002016	1	1	FLA
0180020301	018002030	1	1	FLA
0180020551	018002055	1	10	FLA
0180480131	018048013	1	10	BUS
0180601071	018060107	1	1	TUB
0180980201	018098020	1	1	FLA
0181280251	018128025	1	2	FIA
0181280371	018128037	1	15	CER
0181280491	018128049	1	15	CER
0181280521	018128052	1	15	CER
0181290801	018129080	1	1	FLA
0181300291	018130029	1	1	FLA
0181550461	018155046	1	1	FLA
0181550611	018155061	1	20	FLA
0182590221	018259022	1	3	FIA
0182590341	018259034	1	1	FIA
0182590591	018259059	1	1	FIA
0182690111	018269011	1	50	CPR
0182690351	018269035	1	50	CPR
0182690501	018269050	1	50	CPR
0182880501	018288050	1	1	FLA
0183310251	018331025	1	1	FLA
0183680351	018368035	1	1	FLA
0183760321	018376032	1	10	FLA
0184690661	018469066	1	28	CPS
0184860231	018486023	1	1	TUB
0185050141	018505014	1	20	CPR
0185050381	018505038	1	20	CPR
0185540671	018554067	1	1	FLA
0185540791	018554079	1	20	CPR
0185540811	018554081	1	1	TUB
0186100161	018610016	1	1	FLA
0186100281	018610028	1	5	FIA
0186100421	018610042	1	10	FIA
0186100671	018610067	1	10	CPR
0186100791	018610079	1	10	FIA
0186100931	018610093	1	5	FIA
0186220861	018622086	1	30	CPR
0186221361	018622136	1	60	CPR
0186221511	018622151	1	30	CPR
0186221751	018622175	1	15	CPR
0186470261	018647026	1	50	CPR
0186470401	018647040	1	10	FLA
0187230801	018723080	1	12	CPR
0187230921	018723092	1	1	FLA
0187250101	018725010	1	4	CPR
0188050221	018805022	1	20	FLA
0188050461	018805046	1	20	TUB
0188200111	018820011	1	30	CPR
0188660571	018866057	1	20	CPR
0189300381	018930038	1	1	FLA
0189340241	018934024	1	20	CPR
0189490141	018949014	1	1	FLA
0189560601	018956060	1	10	FLA
0191330381	019133038	1	1	FLA
0191630171	019163017	1	1	FLA
0191650361	019165036	1	50	CPR
0191840501	019184050	1	30	CPR
0191840621	019184062	1	30	CPR
0193110121	019311012	1	5	FIA
0193110241	019311024	1	5	FIA
0193500261	019350026	1	20	CPR
0193650161	019365016	1	1	TUB
0193650281	019365028	1	1	FLA
0193870121	019387012	1	1	TUB
0193960231	019396023	1	1	FLA
0193960501	019396050	1	24	CPR
0194080181	019408018	1	10	CPR
0194490141	019449014	1	50	CPR
0194490381	019449038	1	30	CPR
0194990191	019499019	1	3	FIA
0194990601	019499060	1	1	TUB
0194990721	019499072	1	1	FLA
0194990841	019499084	1	3	FIA
0195120211	019512021	1	1	FLA
0195890111	019589011	1	10	FLA
0195890231	019589023	1	20	CPR
0196440321	019644032	1	5	FIA
0196440571	019644057	1	3	FIA
0196460131	019646013	1	10	FIA
0196460491	019646049	1	1	TUB
0196460521	019646052	1	50	CPS
0196550121	019655012	1	10	CPR
0196550511	019655051	1	10	CPR
0196551131	019655113	1	3	FIA
0196551521	019655152	1	3	FIA
0196553151	019655315	1	6	FIA
0197110351	019711035	1	20	CPR
0197510271	019751027	1	20	CPR
0197710431	019771043	1	1	FLA
0198030161	019803016	1	25	CPR
0198030281	019803028	1	30	CPR
0198180201	019818020	1	1	TUB
0198220281	019822028	1	16	CPS
0198220301	019822030	1	10	CPR
0198750441	019875044	1	1	TUB
0198750571	019875057	1	10	BUS
0198750691	019875069	1	1	FLA
0198750711	019875071	1	10	BUS
0198750831	019875083	1	5	BUS
0198750951	019875095	1	1	TUB
0198880151	019888015	1	25	CPR
0198880661	019888066	1	1	FLA
0198880781	019888078	1	1	FLA
0198880801	019888080	1	1	FLA
0198880921	019888092	1	1	FLA
0198881161	019888116	1	4	SIR
0198881281	019888128	1	4	SIR
0198881301	019888130	1	4	SIR
0198881421	019888142	1	4	SIR
0198890311	019889031	1	6	SUP
0198890431	019889043	1	15	CPR
0199060151	019906015	1	25	CPR
0199060271	019906027	1	30	CPR
0199060541	019906054	1	1	FLA
0199110151	019911015	1	1	FLA
0199110271	019911027	1	20	CPR
0199130191	019913019	1	16	CPS
0199130211	019913021	1	10	CPS
